Position	C10_Mut_Control_3	C11_WT_Cipro_3	C12_Mut_Cipro_3	C17_WT_Control_4	C18_Mut_Control_4	C19_WT_Cipro_4	C01_WT_Control_1	C20_Mut_Cipro_4	C21_WT_Control_5	C22_Mut_Control_5	C23_WT_Cipro_5	C24_Mut_Cipro_5	C02_Mut_Control_1	C03_WT_Cipro_1	C04_Mut_Cipro_1	C05_WT_Control_2	C06_Mut_Control_2	C07_WT_Cipro_2	C08_Mut_Cipro_2	C09_WT_Control_3
76450	1842.23	4573.42	4323.29	1568.5	1591.32	4631.14	1827.56	4713.21	1620.13	1741.19	5705.23	3305.56	1632.41	3893.16	5288.38	1946.01	1790.02	5230.18	4587.01	1579.3
76550	1728.15	4591.35	4283.33	1496.3	1536.48	4692.36	1764.7	4731.71	1569.24	1623.32	5796.47	3442.47	1519.81	3939.35	5333.62	1839.52	1750.09	5218.88	4684.08	1545.72
76650	1716.83	4564.96	4194.49	1440	1505.98	4822.4	1705.45	4794.22	1488.56	1585.53	5672.57	3389.49	1502.34	3901.51	5206.94	1803.51	1643.7	5235.84	4758.26	1406.41
76750	1651.4	4419.43	4155.27	1412.97	1474.23	4703.47	1684.06	4700.2	1495.48	1588.54	5623.77	3311.74	1581.61	3852.53	5203.8	1803.89	1558.88	5073.69	4689.09	1375.62
76850	1762.25	4641.32	4233.72	1462.35	1475.31	4742.58	1700.5	4884.01	1567.92	1704.69	5893.46	3509.11	1605.47	4052.42	5548.26	1829.11	1688.03	5149.11	4770.86	1400.16
76950	1759.62	4549.98	4269.6	1462.75	1481.09	4814.31	1675.44	4853.49	1457.94	1669.88	5908.27	3401.93	1552.49	4009.54	5427.35	1856.85	1681.44	4944.2	4719.92	1400.48
77050	1815.22	4656.72	4377.05	1478.64	1568.48	4975.67	1672.83	4867.67	1425.8	1629.65	5932.54	3515.71	1495.56	3965.38	5522.56	1865.97	1686.41	5144.01	4941.52	1421.1
77150	1805.15	4712.38	4524.71	1517.43	1570.32	4993.22	1765.36	5078.82	1518.24	1674.6	6092.73	3644.71	1518.2	4052.18	5721.95	1905.91	1787.51	5445.32	4898.6	1447.3
77250	1776.01	4754.41	4634.24	1396.2	1591.15	4975.12	1717.21	5190.26	1539.82	1698.96	6190.18	3635.4	1576.18	4227.15	5849.92	1966.88	1804.66	5651.62	4996.93	1423.78
77350	1843.89	4956.2	4832.3	1523.31	1704.38	5244.26	1827.75	5258.78	1564.89	1767.16	6399.32	3978.55	1714.06	4275.35	6129.68	2019.55	1796.11	5898.59	5286.47	1494.24
77450	1796.04	4634.36	4525.2	1441.7	1573.69	4907.28	1726.08	4936.76	1446.63	1653.64	5998.17	3834.32	1592.95	4036.28	5741.63	1856.12	1694.6	5481.32	4855.31	1439.97
77550	1764.09	4548.68	4332.48	1391.64	1610.87	4956.2	1648.66	4732.89	1426.39	1596.29	5992.62	3676.13	1525.45	3987.13	5515.14	1817.98	1667.17	5281.65	4956.42	1368.65
77650	1641.06	4247.59	4098.97	1418.84	1598.01	4822.94	1533.53	4430.78	1303.02	1593.76	5616.01	3443.4	1470.34	3693.19	5356.49	1720.9	1586.29	5076.02	4718.05	1323.69
77750	1581.62	4183.08	4060.11	1445.25	1479.77	4967.72	1522.38	4461.53	1349.85	1621.01	5493.43	3505.67	1442.62	3611.18	5233.05	1645.11	1560.6	5029.63	4539.74	1379.9
77850	1677.24	4324.87	4195.31	1467.82	1499.02	4916.11	1641.94	4535.83	1433.74	1691.26	5507.71	3579.68	1537.94	3696.92	5321.71	1664.64	1642.28	5177.82	4579.49	1413.43
77950	1750.58	4373.5	4306.88	1466.84	1528.56	4725.84	1731.97	4701.35	1516.16	1709.29	5405.15	3421.09	1492.66	3745.48	5374.45	1836.61	1688.41	5327.09	4540.06	1401.42
78050	1796.25	4660.16	4430.28	1485.61	1581.39	5017.91	1798.14	4989.55	1636.08	1783.52	5616.05	3584.97	1515.92	4006.2	5506.33	1929.82	1766.37	5637.06	4794.3	1453.03
78150	1902.59	4791.41	4662.21	1516.78	1606.89	5200.89	1753.63	5438.42	1657.98	1865.79	6049.67	4166.62	1635.76	4345.56	5941.32	1960.71	1783.29	5916.28	5026.29	1498.98
78250	1992.32	4881.25	4784.11	1579.56	1614.04	5370.01	1752.27	5530.94	1706.19	1898.67	6219.88	4198.44	1652.15	4305.48	6043.31	1993.86	1831.08	6070.17	5294.56	1521.07
78350	1930.37	4876.47	4801.11	1553.51	1627.65	5341.08	1749.56	5528.82	1706.23	1810.57	6233.65	4158.72	1594.78	4192.23	5880.64	2009.45	1750.16	5908.52	5366.21	1476.65
78450	1932.86	4836.71	4697.59	1551.7	1644.4	5262.52	1707.04	5586.28	1642.85	1811.1	6371.57	4176.38	1604.1	4396.54	5800.86	2038.39	1742.64	5812.34	5250.06	1462.72
78550	1847.32	4721.43	4592.56	1448.94	1575.76	5169.25	1672.66	5484.98	1542.4	1770.41	6387.57	4126.83	1579.14	4328.34	5760.52	1918.68	1641.51	5726.42	5141.41	1416.66
78650	1814.09	4626.51	4510.34	1488.37	1572.33	5149.62	1711.44	5277.33	1528.72	1841.61	6268.17	4194.04	1558.3	4147.68	5719.42	1880.71	1709.94	5710.02	5229.74	1424.97
78750	1675.13	4259.48	4298.96	1396.18	1454.67	4890.54	1573.44	4884.76	1510.09	1747.21	5833.13	3982.89	1436.73	3876.77	5356.36	1796.05	1675.53	5436.2	4987.05	1416.11
78850	1779.97	4324.39	4303.89	1372.03	1489.6	5055.3	1606.02	4868.15	1585.22	1810.47	5872.2	4066.35	1533.16	4088	5648.48	1885.94	1702.52	5487.88	5006.37	1430.35
78950	1320.17	3187.57	3245.32	949.7	1109.49	3911.78	1164.92	3483.74	1181.33	1312.13	4511.8	3104.39	1150.1	2998.96	4231.51	1351.69	1268.34	4151.42	3660.03	1058.74
79050	1068.57	2501.51	2456.5	735.06	860	3202.26	919.2	2799.44	894.56	958.91	3591.82	2508.55	889.59	2419.83	3249.59	1073.72	985.26	3301.22	2910.5	873.25
79150	1419.37	3279.63	3289.48	1008.29	1139	4181.67	1245.87	3874.42	1189.44	1262.11	4885.72	3445.71	1126.15	3303.54	4466.69	1405.59	1208.24	4634.27	4035.04	1042.66
79250	1456.45	3550.49	3690.94	1119.66	1236.37	4414.15	1356.89	4149.37	1242.67	1411.16	4996.06	3720.66	1253.64	3370.86	4840.34	1453.73	1319.49	4821	4371.96	1105.82
79350	1578.53	3915.42	4224.03	1257.43	1312.81	4644.36	1531.05	4641.12	1365.48	1538.39	5403.35	4035.3	1444.71	3636.29	5226.1	1708.76	1566.31	5197.19	4741.1	1268.68
79450	1685.44	4366.03	4516.41	1402.5	1425.58	5073.69	1608.18	5057.83	1416.46	1608.75	5781.74	4299.17	1513.59	4025.13	5679.83	1800.53	1601.97	5411.39	5055.84	1409.71
79550	1667.77	4387.08	4419.64	1430.9	1490.42	5222.97	1614.73	5164.59	1433.2	1629.75	5916.54	4326.84	1528.2	4132.47	5824.5	1826.55	1588.42	5571.07	5097.82	1473.88
79650	1713.83	4353.49	4265.33	1413.48	1531.5	5071.43	1623.9	5104.26	1394.34	1632.33	5867.92	4124.67	1529.22	4045.92	5755.97	1870.37	1615.59	5517.88	4847.76	1379.97
79750	1830.64	4383.89	4183.07	1521.31	1599.11	4936.22	1667.19	4904.19	1462.49	1659.3	5777.71	3686.22	1548.94	4017.07	5597.07	1879.85	1616.79	5375.88	4684.03	1503.65
79850	1752.05	4328.35	4111.35	1446.62	1568.62	4569.25	1672.11	4623.11	1437.89	1548	5446.7	3406.63	1486.7	3815.7	5264.36	1892.27	1690.07	5108.45	4490.4	1494.69
79950	1808.24	4529.84	4415.15	1482.47	1572.94	4857.02	1759.47	4741.28	1529.67	1669.16	5673.3	3486.14	1660.63	4006.95	5407.99	2048.43	1788.21	5246.74	4686.9	1559.65
80050	1879.44	4319.7	4356.49	1564.02	1610.51	4557.54	1744.16	4410.33	1600.09	1691.3	5359.89	3249.58	1658.87	3820.7	5013.27	1949.9	1795.81	4902.46	4293.47	1538.54
80150	1903.98	4259.46	4140.52	1627.83	1652.1	4348.28	1704.6	4073.68	1625.83	1726.59	4978.65	3010.39	1680.23	3705.4	4696.06	1987.23	1805.16	4721.74	4052.61	1529.69
80250	1785.38	4135.66	3882.62	1542.26	1560.47	4145.24	1638.4	3783.92	1573.29	1673.95	4694.66	2834.6	1532.8	3589.2	4383.25	1848	1766.76	4608.48	3902.89	1462.73
80350	1835.72	4223.27	4098.95	1588.1	1641.82	4238.25	1761.26	3926.23	1669.4	1858.6	4844.87	2799.27	1521.43	3662.25	4404.15	1910.4	1887.65	4663.45	3934.99	1464.74
80450	1814.38	4199.95	4043.39	1507.51	1525.81	4160.56	1729.81	3950.48	1617.41	1818.44	4661.57	2700.83	1504.17	3463.07	4365.15	1951.88	1849.63	4563.98	4004.24	1400.58
80550	1764.42	4266.58	3953.2	1473.5	1540.38	4009.4	1745.94	3879.3	1619.54	1774.53	4502.51	2681.96	1543.85	3383.2	4333.98	2012.7	1793.42	4484.65	3888.88	1434.16
80650	1853.64	4199.03	3919.44	1481.41	1601.88	4009.45	1711.98	3802.38	1510.35	1781.33	4545.82	2706.57	1449.37	3454.6	4344.62	1969.16	1814.92	4405.44	3820.38	1447.41
80750	1801.5	4143.89	3962.66	1466.52	1618.58	4051.52	1723.43	3678.16	1510.08	1754.82	4502.43	2674.42	1435.46	3535.22	4249.57	2042.88	1795.84	4278.58	3762.18	1462.9
80850	1734.38	4098.91	3770.16	1453.38	1631.79	3921.43	1714.89	3563.42	1510.09	1810.19	4446.81	2548.38	1504.7	3428.65	4120.61	1972.99	1759.91	4109.11	3640.87	1437.58
80950	1792.23	3978.4	3774.67	1538.94	1620.77	3874.86	1683.88	3401.47	1562.35	1809.14	4172.86	2406.36	1521.29	3270.16	4051.6	2010.56	1715.37	4162.05	3662.92	1503.01
81050	1789.55	3972.74	3653.57	1563.54	1616.84	3619.4	1693.42	3233.65	1626.37	1762.3	3876.56	2253.48	1482.8	3223.62	3941.52	2034.17	1734.64	4036.17	3619.33	1499.38
81150	1823.72	4012.95	3481.92	1567.42	1570.72	3516.99	1702.26	3016.29	1593.06	1776.22	3694.51	2123.65	1529.09	3213.14	3769.83	2020.54	1802.13	3836.74	3465.18	1603.25
81250	1732.97	3817.25	3312.02	1544.09	1530.47	3380.97	1598.64	2847.37	1549.13	1759.38	3483.06	1922.91	1426.69	3121.74	3607.67	1976.98	1777.74	3565.19	3240.22	1475.34
81350	1663.55	3522.83	3096.93	1449.07	1459.06	3131.13	1500.92	2568.23	1443.63	1602.66	3211.65	1778.85	1458.29	2872.1	3383.34	1739.74	1651.62	3254	2962.48	1370.56
81450	1711.21	3650.06	3200.97	1524.71	1532	3148.6	1623.16	2575.17	1468.41	1650.61	3319	1761.61	1533.07	2947.35	3272.3	1765.65	1637.89	3291.8	2907.22	1402.34
81550	1696.65	3456.89	3130.89	1423.97	1439.22	2867.61	1610.88	2447.19	1390.72	1639.18	3107.79	1586.89	1475.19	2777.11	3093.61	1714.42	1635.92	3207.88	2751.93	1343.66
81650	1781.55	3543.84	3146.58	1547.28	1486.3	2967.59	1698.96	2447.95	1438.41	1749.93	3140.57	1546.92	1524.21	2821.3	3183.11	1820.11	1676.47	3252.07	2835.33	1395.55
81750	1707.26	3273.12	3024.98	1476.9	1454.21	2779.43	1639.6	2242.87	1402.53	1670.62	2879.58	1485.81	1473.76	2539.94	2901.8	1788.29	1617.84	3048.8	2612.38	1413.48
81850	1727.14	3305.11	3035.68	1507.61	1477.26	2666.1	1640.89	2092.48	1430.93	1655.29	2677.96	1385.2	1497.55	2600.84	2624.38	1844.4	1671.66	3062.64	2576.41	1424.57
81950	1643.99	3192.23	2869.53	1432.74	1400.45	2497.85	1584.79	1849.53	1410.65	1703.52	2525.9	1260.22	1443.76	2529.1	2413.4	1720.72	1561.04	2940.17	2400.77	1360.32
82050	1638.92	3036.14	2767.5	1386.17	1440.92	2483.88	1582.2	1767.41	1416.84	1659.05	2468.82	1226.37	1443.05	2339.14	2312.67	1785.2	1570.86	2825.08	2300.24	1380.58
82150	1634.12	3115.53	2757.06	1370.88	1422.28	2467.55	1538.29	1831.32	1374.61	1614.62	2384.73	1251.28	1424.38	2300.66	2297.17	1801.68	1541.16	2906.65	2270.23	1382.23
82250	1663.42	3031.18	2686.73	1325.37	1412.1	2351.96	1514.76	1824.37	1357.95	1596.68	2331.57	1260.52	1374.68	2220.88	2254.5	1698.23	1576.84	2778.06	2314.45	1313.18
82350	1641.95	2998.9	2717.94	1353.09	1416.47	2406.4	1534.75	1727.95	1422.97	1590.48	2349.18	1248.73	1393.39	2240.48	2265.37	1713.78	1555.22	2767.9	2346.72	1325.24
82450	1663.07	2849.75	2584.86	1425.99	1390.71	2341.98	1516.48	1626.25	1477.84	1590.75	2259.52	1148.44	1406.14	2150.6	2152.76	1685.68	1577.79	2598.39	2195.5	1282.87
82550	1687.55	2884.54	2563.52	1443.28	1462.46	2287	1572.77	1561.38	1486.39	1643	2110.7	1092.94	1417.02	2187.44	2121.11	1740.94	1610.9	2529.99	2177.95	1304.24
82650	1726.42	2780.89	2532.92	1405.53	1530.61	2299.08	1655.54	1515.91	1447.35	1616.46	2081.52	1061.17	1403.93	2224.88	2141.11	1816.69	1602.22	2499.87	2143.09	1319.67
82750	1594.38	2667.29	2484.12	1297.68	1439.76	2144.72	1599.54	1412.43	1353.58	1555.04	2026.69	988.7	1416.71	2035.31	2088.68	1752.87	1609.86	2386.71	2125.95	1319.7
82850	1561.79	2649.92	2499.95	1347.81	1475.72	2124.13	1629.45	1343.72	1451.44	1615.08	1970.72	963.58	1456.29	2154.31	2045.35	1764.53	1576.7	2399.19	2035.57	1343.21
82950	1586.73	2636.35	2362.76	1363.04	1451.85	2025.56	1678.78	1317.09	1406.46	1589.4	1889.92	982.84	1355.33	2124.64	1897.77	1703.78	1619.66	2322.5	1922.62	1314.05
83050	1574.92	2726.2	2369.33	1423.86	1463.78	2057.74	1630.7	1317.95	1431.52	1637.25	1908.42	992	1422.09	2046.71	2024.74	1762.5	1661.63	2369.44	2012.58	1358.99
83150	1523.22	2694.31	2302.78	1387.44	1467.65	2110.64	1559.72	1329.59	1476.11	1600.76	1824.67	917.39	1386.36	2042.59	1996.49	1775.44	1649.34	2285.44	1962.46	1301.81
83250	1581.94	2722.88	2352.12	1411.69	1542.96	2149.53	1530.19	1376.01	1567.03	1603.91	1895.58	929.99	1419.5	2074.72	1991.07	1778.72	1658.71	2354.33	2029.42	1356.95
83350	1621.81	2816.68	2302.03	1490.72	1524.82	2118.02	1612.84	1405.9	1485.2	1613.58	1917.54	1035.02	1421.56	2111.85	2064.93	1781.33	1602.72	2357.35	1992.11	1423.89
83450	1634.42	2898.65	2369.31	1452.38	1489.74	2067.3	1677.91	1414.27	1571.5	1631.31	1943.06	1029.62	1483.28	2178.87	2068.6	1798.99	1713.74	2277.81	1953.43	1411.96
83550	1675.86	2900.04	2549.82	1390.81	1461.12	2081.81	1705.59	1392.25	1571.63	1690.47	1929.12	1063.31	1540.55	2136.99	2073.49	1829.21	1761.26	2376.38	1970.24	1472.34
83650	1722.86	2999.97	2600.5	1485.94	1466.04	2094.18	1753.76	1409.61	1538.8	1705.47	1938.67	1073.55	1598.11	2085.56	2015.46	1907.71	1794.34	2497.28	2068.51	1493.88
83750	1693.67	3002.65	2585.77	1447.05	1471.32	2039.58	1686.1	1400.57	1481.4	1747.6	1911.25	1071.27	1648.79	2109.6	1988.73	1841.94	1738.68	2477.66	2036.63	1445.11
83850	1584.63	2858.38	2358	1432.28	1425.28	1957.58	1628.72	1282	1430.25	1616.56	1833.96	952.52	1535.35	2078.34	1819.23	1813.81	1635.53	2268.03	1904.81	1396.44
83950	1573.81	2641.19	2388.91	1446.84	1409.65	1828.85	1539.63	1249.92	1369.13	1548.14	1776.26	934.63	1525.89	2025.37	1774.76	1749.82	1620.9	2175.81	1961.95	1321.73
84050	1708.41	2625.7	2494.44	1501.03	1469.4	1855.16	1601.84	1248.43	1414.17	1597.39	1782.61	984.05	1596.68	1965.7	1828.33	1757	1685.95	2236.37	2001.87	1297.56
84150	1716.96	2719.1	2438.18	1514.62	1601.27	1971.09	1738.32	1251.79	1450.28	1658.31	1759.94	958.89	1535.51	1965.05	1857.45	1820.64	1681.13	2311.83	2026.37	1354.92
84250	1752.27	2666.38	2295.6	1438.62	1582.26	1907.26	1677.6	1174.58	1459.95	1601.2	1680.29	870.42	1572.34	1896.84	1804.91	1813.65	1639.59	2134.51	1898.88	1386.36
84350	1795.59	2490.62	2150.29	1453.1	1569.43	1781.21	1635.77	1096.67	1483.2	1585.99	1502.62	818.95	1563.26	1871.68	1694.18	1768.85	1678.4	1961.82	1758.17	1375.86
84450	1742.59	2367.82	2067.54	1479.19	1528.36	1784.21	1715.33	1043.04	1520.85	1627.05	1382.31	792.84	1602.69	1845.88	1630.09	1768.13	1751.26	2015.49	1684.69	1368.64
84550	1865.16	2403.77	2160.58	1548.83	1617.29	1809.59	1833.1	1036.96	1632.5	1778.04	1365.07	841.48	1734.85	1856.63	1717.06	1936.12	1900.57	2043.15	1718.75	1462.74
84650	1839.71	2504.51	2061.48	1563.82	1609.33	1836.61	1881.49	1000.43	1643.76	1792.98	1307.87	826.14	1729.43	1846.54	1663.76	1947.18	1850.21	2032.33	1667.89	1480.31
84750	1747.87	2391.49	2009.97	1513.18	1532.01	1740.66	1776.64	919.9	1573.24	1681.22	1226.61	756.56	1659.28	1832.42	1558.06	1916.82	1745.11	1968.94	1576.89	1477.19
84850	1787	2320.01	2091.36	1526.31	1566.89	1727.24	1735.58	974.31	1594.95	1757.68	1267.07	771.33	1663.59	1834.42	1546.82	1967.85	1752.2	1907.49	1585.92	1500.43
84950	1782.23	2369.96	2126.92	1539.5	1666.93	1773.3	1734.79	1008.85	1568.06	1868.45	1284.85	829.98	1621.03	1866.17	1520.77	1998.47	1777.26	2050.15	1648.11	1575.88
85050	1952.28	2537.91	2206.82	1640.82	1773.41	1763.24	1823.06	1035.68	1638.22	1886.6	1288.59	819.81	1653.19	1954.56	1542	2141.41	1811.86	2106.73	1615.2	1599.15
85150	1908.87	2512.11	2230.17	1639.46	1775.24	1627.37	1788.28	977.89	1642.61	1778.15	1287.28	755.1	1618.49	1898.29	1603.57	2044.69	1801.49	2062.27	1582.79	1603.35
85250	1868.65	2378.11	2144.52	1559.14	1752.5	1583.46	1798.07	966.45	1514.76	1696.78	1245.35	746.14	1632.81	1832.06	1557.8	1898.76	1809.46	1968.63	1577.1	1576.48
85350	1924.09	2420.09	2040.82	1631.21	1775.13	1580.73	1809.39	969.31	1570.94	1800.46	1278.59	723.87	1620.74	1867.18	1515.83	1958.92	1810.04	1960.97	1531.78	1599.76
85450	1777.33	2332.12	1944.07	1549.8	1609.23	1498.16	1675.89	920.61	1568.79	1758.54	1180.47	695.55	1591.15	1768.67	1386.4	1916.77	1838.91	1833.43	1486.61	1592.06
85550	1877.58	2410.72	1941.86	1606.46	1634.99	1601.65	1785.1	925.5	1651.29	1866.82	1109.38	722.52	1659.47	1813.7	1438.89	1962.87	1931.32	1959.52	1567.68	1600.32
85650	1798.14	2291.36	2004.58	1525.46	1544.92	1432.74	1750.77	879.26	1617.3	1728.37	1120.24	713.61	1607.11	1751.56	1363.18	1857.15	1808.24	1926.27	1555.82	1483.4
85750	1883.32	2207.37	2112.74	1531.17	1578.97	1441.89	1778.13	875.5	1565.27	1733.54	1077.27	724.49	1614.73	1723.16	1359.79	1906.04	1777.61	1945.46	1528.33	1484.86
85850	1984.21	2260.66	2142.85	1562.29	1541.79	1539.94	1751.28	926.44	1549.03	1773.66	1118.03	766.82	1634.02	1740.68	1354.99	1980.94	1777.5	1900.1	1526.52	1564.52
85950	1817.02	2167.17	1932.96	1472.95	1475.69	1463.87	1737.39	913.71	1464.58	1708.52	1132.4	736.98	1509.66	1688.14	1256.51	1891.82	1726.65	1805.5	1472.27	1497.88
86050	1784.07	2067.39	1865.64	1438.36	1487.79	1374.83	1727.95	888.89	1464.72	1737.79	1074.34	704.3	1514.32	1609.56	1290.01	1848.11	1761	1774.86	1395.98	1438.24
86150	1624.11	2094.09	1812.96	1457.12	1453.08	1317.12	1714.12	867.81	1499.05	1773.23	1007.87	673.1	1496.19	1572.33	1251.16	1813.65	1734.35	1809.71	1381.07	1367.43
86250	1720.99	2178.84	1845.78	1569.67	1545.31	1369.82	1723.04	840.13	1565.87	1803.84	1053.6	687.54	1539.21	1619.8	1247.21	1879.87	1780.17	1892.65	1414.3	1378.74
86350	1808.06	2213.97	1916.74	1598.34	1596.16	1390.45	1775.81	783.39	1565.22	1795.31	1078.77	731.23	1545.88	1601.21	1321.18	1856.14	1807.85	1887.7	1413.06	1398.48
86450	1836.04	2249.19	2002.14	1573.04	1700.41	1407.81	1788.76	810.93	1684.61	1871.35	1108.49	706.73	1568.05	1687.69	1389.37	1901.46	1848.35	1939.81	1488.62	1482.12
86550	1709.97	2194.35	1970.55	1489.17	1598.28	1389.08	1704.61	827.03	1527.32	1733.31	1075.59	674.55	1496.34	1606.43	1281.23	1914.02	1798.03	1861.88	1471.37	1424.59
86650	1790.22	2255.01	1932.66	1468.58	1533.86	1408.97	1775.27	875.1	1541.91	1715.3	1086.65	756.94	1519.83	1646.17	1278.35	1890.68	1795.02	1744.17	1464.35	1461.16
86750	1745.87	2171.24	1862.98	1433.03	1536.3	1466.02	1777.88	879.05	1519.67	1620.62	1038.1	809.29	1485.33	1687.18	1283.81	1828.48	1701.93	1682.37	1478.98	1479.96
86850	1829.89	2202.64	1947.76	1498.78	1634.53	1557.45	1791.68	863	1491.15	1635.8	1079.16	819.6	1523.12	1737.52	1279.13	1965.26	1755.45	1772.77	1470.46	1471.79
86950	1931.47	2282.31	1989.63	1539.23	1691.33	1487.9	1808.04	864.09	1582.17	1678.89	1075.03	822.96	1567.05	1692.89	1352.8	2031.61	1782.34	1776.29	1526.23	1560.97
87050	2084.14	2269.34	2032.99	1674.48	1747.5	1476.27	1883.99	888.83	1634.95	1796.92	1157.02	880.98	1639.28	1681.34	1391.05	2003.4	1826.05	1827.27	1593.43	1621.08
87150	1995.29	2179.01	2080.02	1616.6	1631.88	1480.71	1936.95	848.88	1560.77	1881.24	1170.67	876.76	1635.28	1732.54	1351.96	2014.28	1933.5	1856.85	1523.89	1620.98
87250	1970.38	2140.35	2131.61	1615.89	1661.85	1490.6	1950.77	828.66	1579.95	2018.42	1134.97	893.05	1638.27	1791.86	1327.98	2041.95	1899.01	1882.63	1565.64	1579.68
87350	2007.67	2274.94	2050.47	1658.82	1717.4	1545.97	1965.68	847.77	1672.42	2007.16	1182.11	878.7	1754.17	1786.03	1362.81	2071.71	1828.08	1900.47	1568.17	1590.29
87450	1890.72	2222.78	1945.92	1620.27	1642.09	1461.01	1836.28	824.02	1637.91	1824.8	1100.67	876.27	1672.32	1790.5	1315.98	1952.27	1814.31	1858.93	1484.62	1559.48
87550	1804.55	2164.54	1938.73	1512.69	1597.27	1440.07	1812.74	785.58	1585.86	1834.72	1093.56	848.46	1617.43	1733.19	1320.26	1897.58	1758.12	1825.22	1431.39	1520.95
87650	1822.24	2048.74	1868.64	1513.89	1553.81	1438.42	1731.51	856.05	1596.37	1766.41	1156.03	861.65	1617.47	1717.86	1276.95	1877.66	1781.2	1811.22	1421.31	1487.34
87750	1789.03	2080.92	1779.39	1507.48	1567.63	1379.29	1659.65	886.58	1564.47	1772.71	1184.99	875.13	1573.12	1612.06	1284.49	1747.13	1793.38	1774.13	1444.92	1414.83
87850	1776.97	2143.31	1823.85	1479.9	1564.77	1372.41	1723.01	906.13	1563.96	1779.2	1143.47	932.99	1588.85	1661.69	1287.73	1805.8	1707.31	1911.72	1556.9	1412.71
87950	1716.45	2171.58	1901.78	1462.29	1580.64	1402.59	1722.31	863.63	1555.78	1809.78	1137.11	908.91	1594.62	1573.84	1318	1898.1	1775.73	1869.62	1531.73	1408.54
88050	1697.42	2301.03	1908.48	1480.83	1589.22	1430.03	1697.05	900.94	1628.45	1872.23	1127.41	968.44	1591.99	1610.66	1399.75	1937.67	1855.81	1822.49	1527.43	1499.58
88150	1654.68	2202.23	1755.27	1444.82	1648.49	1380.28	1676.6	825.38	1607.73	1786.08	1125.7	986.43	1518.41	1703.98	1307.03	1832	1758.77	1804.62	1519.14	1471.67
88250	1677.28	2132.54	1723.83	1447.17	1641.68	1340.67	1675.46	779	1497.59	1826.04	1081.77	937.45	1421.29	1531.89	1289.74	1793.76	1627.73	1683.67	1487.25	1428.67
88350	1785.78	2216.31	1817.52	1523.86	1583.06	1368.96	1732.4	778.77	1452.99	1856.93	1074.59	870.63	1537.5	1590.65	1339.08	1912.64	1740.06	1736.24	1607.24	1485.1
88450	1836.46	2288.55	1911.66	1551.63	1568.2	1329.36	1734.2	768.91	1526.84	1842.87	1088.8	845.38	1613.48	1626.22	1324.65	1918.9	1776.41	1724.11	1593.4	1531.94
88550	1904.27	2247.64	1913.51	1611.53	1577.96	1347.83	1756.28	824.15	1529.55	1815.5	1079.47	808.83	1571.33	1681.05	1328.04	1930.89	1753.78	1722.19	1526.7	1506.94
88650	1832.95	2102.27	1862.02	1546.18	1529.93	1309.62	1687.61	780.84	1530.19	1763.44	1023.47	741.64	1621.01	1615.55	1245.01	1907.05	1813.89	1675.61	1470.18	1415.04
88750	1823.41	2011.63	1808.85	1524.03	1574.25	1317.34	1781.4	703.71	1510.16	1733.26	955.57	726.11	1558.94	1526.21	1172.26	1942.47	1870.02	1589.18	1388.52	1432.64
88850	1921.42	2021.27	1779.64	1497.38	1556.34	1336.25	1814.48	741.28	1512.3	1667.88	932.45	725.92	1425.03	1512.54	1139.29	1903.99	1832.24	1594.16	1347.55	1485.07
88950	1986	2136.45	1762.47	1518.77	1654.21	1334.41	1851.01	813.17	1574.72	1805.63	993.58	782.54	1583.11	1603.9	1141.67	1963.38	1875.58	1776.55	1385.11	1577.05
89050	1982.38	2112.06	1748.84	1535.1	1620.58	1343.91	1823.73	794.94	1573.29	1794.65	999.17	733.17	1652.32	1557.36	1142.46	1953.28	1852.06	1677.33	1352.23	1494.67
89150	2045.09	2170.3	1804.56	1588.2	1690.58	1341.49	1852.87	742.33	1654.2	1766.21	977.32	695.13	1684.56	1531.93	1125.19	2039.32	1919.73	1687.94	1344.8	1530.16
89250	1923.46	2060.58	1820.96	1543.4	1578.68	1215.59	1757.5	705.04	1537.38	1729.55	857.67	641.55	1648.74	1395.91	1027.92	1923.2	1816.07	1639.33	1270.85	1457.07
89350	1873.56	2094.12	1790.58	1637.84	1589.46	1245.35	1811.87	706.71	1562.45	1666.42	873.03	650.48	1603.5	1389.71	1096.81	1937.76	1755.54	1623.03	1277.97	1438.68
89450	1819.59	2097.54	1750.01	1585.13	1558.48	1262.83	1805.89	650.26	1540.74	1681.19	870.58	639.15	1613	1394.43	1111.08	1970.16	1756.04	1646.29	1228.5	1498.18
89550	1926.42	2152.3	1772.61	1608.12	1626.21	1319.58	1865.98	637.45	1544.71	1776.79	891.46	685.89	1706.72	1508.33	1165.26	2051.54	1866.02	1689.35	1314.45	1569.29
89650	1850.97	2088.89	1672.76	1609.96	1635.14	1286.16	1812.08	650.86	1612.51	1752.73	881.67	680.12	1689.31	1453.32	1145.44	1981.98	1845.71	1648.4	1314.67	1498.23
89750	1862.95	2075.67	1647.41	1649.64	1659.95	1282.39	1833.32	663.11	1588.15	1737.44	888.43	671	1690.88	1460.55	1171.46	2067.08	1836.62	1667.18	1312.8	1542.98
89850	1924.29	1962.08	1685.41	1620.81	1633.22	1218.71	1810.22	635.06	1541.17	1691.85	860.38	632.47	1679.28	1488.61	1129.24	1898.82	1747.62	1639.58	1292.67	1489.12
