Position	C10_Mut_Control_3	C11_WT_Cipro_3	C12_Mut_Cipro_3	C17_WT_Control_4	C18_Mut_Control_4	C19_WT_Cipro_4	C01_WT_Control_1	C20_Mut_Cipro_4	C21_WT_Control_5	C22_Mut_Control_5	C23_WT_Cipro_5	C24_Mut_Cipro_5	C02_Mut_Control_1	C03_WT_Cipro_1	C04_Mut_Cipro_1	C05_WT_Control_2	C06_Mut_Control_2	C07_WT_Cipro_2	C08_Mut_Cipro_2	C09_WT_Control_3
34350	17036.87	19047.18	21285.09	20001.74	20386.56	21928.63	18137.1	24857.09	15846.44	16924.79	15036.82	15576.43	17147.68	17437.14	20434.04	20902.94	21112.96	20806.66	19179.82	14278.31
34450	17879.73	19825.64	21899.28	20725.79	21328.87	23078.98	19458.82	26185.47	16396.1	18059.46	15469.61	16105.35	17706.2	17802.08	21513.2	21902.66	21929.28	21486.41	19763.68	15136.23
34550	17583.27	19131.7	21420.43	19725.11	20645.35	21915.94	18988.37	25026.73	15654.28	17274.57	14934.13	15623.49	16696.37	17052.37	20356.07	21171.63	21373.54	20716.18	19129.5	14816.34
34650	17638.56	18939.17	21674.08	19761.67	20461.71	21602.53	18797.41	25430.63	15611.88	17210.71	14771.25	15273.45	16309.63	16508.01	20110.4	21145.72	21124.88	20596	18895.39	14710.1
34750	17335.24	18928.94	21780.34	19646.87	20088.32	21719.58	18498.51	25618.14	15726.83	17010.83	14802.14	15308.35	16044.05	16612.92	20104.66	21486.77	21161.64	20687.47	18858.42	14617.86
34850	17195.82	18729.98	21511.93	19632.62	20145.57	21422.31	18577.88	25760.37	15673.48	16593.75	14352.57	14922.94	16128.14	16747.93	20020.6	21143.18	20782.54	20259.18	18603.95	14645.54
34950	17133.92	18230.03	21658.33	19030.14	19951.94	20920.22	18489.3	25492.15	15456.43	16460.71	14218.49	14866.89	16409.01	16675.92	19913.14	20515.83	20647.54	20166.7	18540.59	14170.2
35050	16875.68	18333.39	21077.64	18790.82	19654.35	20743.49	18032.51	25205.85	15102.13	16222.73	14173.26	14625.38	16586.85	16481.04	19797.22	20129.93	20546.57	19833.82	18146.71	13919.77
35150	16828.44	18521.61	20724.84	19002.69	19676.12	20847.75	18171.65	25331.04	15008.96	16009.91	14093.16	14194.55	16938.62	16691.96	19987.81	20624.44	20358.61	19753.25	18259.12	14096.43
35250	16849.11	18579.19	20624.53	19253.2	19843.75	21076.6	18224.2	25463.48	14715.84	15844.01	14273.67	14190.97	17052.03	17091.61	20397.21	20571.43	20290.87	19891.23	18488.98	14174.18
35350	17837.94	19825.52	21784.57	20650.14	21215.97	22392.71	19390.79	27151.32	15581.89	17254.1	15557.09	15118.16	17919.96	18111.51	21682.84	21373.12	21705.47	20913.44	19424.22	15161.54
35450	17627.35	19571.93	21887.62	20212.15	20928.72	21930.9	19112.66	27025.92	15485.82	17206.1	15544.23	15110.39	17377	17576.58	21281.98	21060.98	21235.48	20679.69	19123.23	15027.29
35550	17737.67	19786.94	21917.09	20525.67	21442.71	22401.09	19477.76	27508.03	16012.58	17365.73	15886.53	15491.72	17678.1	17807.61	21597.79	21329.96	21481.73	20995.09	19554.1	15431.38
35650	17657.36	20194.89	21991.31	20503.78	21243.49	22549.43	19575.53	27637.13	16096.61	17758.68	16069.55	15516.22	17510.3	17983.63	22135.34	21084.07	21345.23	21188.19	19819.73	15220.09
35750	17006.78	19702.79	21566.31	20050.57	20557.81	21739.85	18864.8	27082.14	15730.95	17261.57	15532.52	14879.61	16811.79	17208.04	21283.22	20527.67	20637.04	20551.1	19221.64	14905.66
35850	15514.7	17955.47	20003.76	18184.66	18904.78	19648.55	17279.23	24962.84	14651.44	15973.03	14095.07	13391.25	15211.69	15682.08	19502.79	18861.55	19078.65	18893.03	17849.87	13566.64
35950	13452.25	16172.77	17493.23	15632.22	16300.3	16737.13	14941.45	21826.12	12767.82	13700.85	12182.34	11855.65	13304.28	13359.51	16910.47	16359.89	16637.93	16567.13	16115.26	11878.5
36050	10971.87	14725.61	14712.35	12241.07	12959.96	13018.24	11326.64	17189.46	10328.05	11306.31	10060.57	9956.32	10900.05	10708.86	13057.34	12915.75	13377.42	14199.72	14131.94	10232.48
36150	8392.29	12326.3	11420.57	7935.27	8329.89	8453.22	7337.21	10781.49	6957.47	8171.88	7257.31	7876.78	7319.85	7308.96	8070.55	7959.47	8570.17	11506.12	10918.98	7815.91
36250	6574.08	10815.52	9278.94	4573.9	4792.18	5012.13	5077.64	6477.57	4505.87	6248.33	4915.91	6917.88	4370.23	4503.49	4194.25	3958.91	4477.56	9854.07	9121.26	6120.15
36350	7901.95	11057.75	10483.89	4694.35	4436.93	4036.24	6984.85	6325.76	4122.33	6487.39	4408.62	7650.53	3832.2	3413.29	3355.69	3113.91	4057.54	10658.47	10143.79	6120.44
36450	11702.28	14007.82	14141.27	9659.14	9592.57	9405.77	11680.91	12997.65	7731.52	9864.25	7789.92	10332.69	8327.43	7645.09	8901.37	8437.76	9755.83	13913.04	13647.37	8938.7
36550	14051.96	16024.48	17526.84	13791.96	13992.51	13662.55	15054.14	18435.28	10507.05	12468.93	10471.52	12245.37	11740.9	11092.31	13513.44	13556.19	14666.33	16591.72	15791.62	10897.42
36650	15527.69	17089.3	19917.9	16958.52	17317.03	17181.6	17017.83	22754.1	12925.33	14434.76	12632.36	13492.31	14296.14	13384.37	16955.38	17713.63	18268.98	18552.21	17355.91	12352.61
36750	16868.42	18227.25	21623.49	19301.63	19720.38	20394.79	18403.51	25769.76	14740.4	16045.65	14118.36	14571.93	16256.85	15516.14	19535.34	19893.07	20500.05	20119.85	18417.7	13984.81
36850	17813.71	19628.91	22693.5	20946.57	21450.53	22424.18	19624.4	27744.55	16296.17	17339.59	15312.29	15379.28	17556.98	17086.14	20912.53	21775.35	21825.96	21494.05	19736.31	15096.77
36950	18458.93	19983.04	23534.58	21669.65	22360.1	23075.7	20198.3	28646.92	16705.92	17938.35	15739.44	15862.64	17898.67	17492.45	21840.11	22549.45	22518.74	22017.55	20347.11	15401.64
37050	17937.09	19642.05	22655.78	21512.55	21888.71	22724.41	19609.33	28236.28	16274.57	17746	15555.4	15785.39	17940	17391.06	21847.18	21919.12	21937.55	21306.24	20103.3	15164.02
37150	16327.74	18257.48	20086.08	19382.9	19892.49	21470.3	17853.48	25578.54	14891.07	16103.02	14574.97	14651.79	16888.15	16510.94	20326.14	19918.97	19791.32	19383.58	18404.7	13795.78
37250	15386.52	17531.97	18379.74	17943.3	18403.13	20726.03	16544.75	23782.38	13853.09	14876.94	14091.07	13579.04	15922.39	15758.89	18977.3	18669.97	18448.26	17939.75	17248.14	13125.6
37350	16143.02	18335.22	19663.01	18624.71	19216.42	21145.39	17527.11	24830.69	14520.15	15450.51	14470.65	14068.53	16384.99	16439.61	19607.94	19126.53	19399	18983.46	17819.71	13884.37
37450	17433.29	19245.02	21023.36	19862.98	20476.05	22160.66	19011.68	26554	15291.47	16520.16	14943.74	14787	17013.22	17387.34	20702.72	20395.23	20684.69	20023.01	18988.83	14656.58
37550	17673.57	19695.64	21841.56	20400.06	20892.56	22424.17	19489.31	27147.95	15583.33	17243.82	15461.99	15235.93	16947.82	17634.53	21283.71	20809.59	21201.19	20770.27	19814.32	14876.34
37650	18231.2	20416.61	22681.48	21250.48	22039.92	23297.93	20157.23	28418.86	16291.28	17989.32	15916.55	15780.27	17645.71	18231.33	22142.91	21577.36	22087.62	21901.12	20268.16	15678.97
37750	18178.95	20520.57	22543.04	21422.76	21790.83	23621.02	19935.38	28178.74	16437.26	17569.5	15939.23	15845.91	17539.41	18214.75	22218	21583.79	22043.67	21446.15	20097.76	15606.19
37850	18157.46	20735.32	22839.92	21672.1	22061.7	23916.06	19961.72	28435.42	16641.87	17980.69	16522.11	16257.12	17372.98	18485.68	22397.12	21754.39	22007.44	21994.31	20722.34	15428.92
37950	18428.69	20819.74	22996.06	21873.91	22709.38	24193.74	19973.52	29047.74	16657.96	18307.22	16652.34	16484.09	17745.44	18501.93	22722.25	21955.81	22193.95	22684.01	20817.97	15671.41
38050	18749.37	21230.58	23721.18	22594.22	22842.22	24838.39	20577.98	29596.12	17333.52	18792.79	17015.83	16889.58	18383.14	18926.17	23582.03	22674.8	22783.04	23149.97	21161.75	15891.89
38150	19319.97	21960.82	24570.96	22983.69	23224.02	25455.68	20991.35	30494.89	17619.97	19281.29	17271.3	17313.9	18589.99	19263.73	23993.07	23553.5	23523.8	23708.44	21652.05	16133.95
38250	19127.16	21695.53	24399.64	22486.78	23077	25461.55	21061.66	30194.66	17633.65	19034.44	17149.4	17397.63	18451.85	19229.64	23679.53	23303.54	23133.36	23499.8	21421.81	16149.6
38350	19058.37	21500.37	24192.73	22657.85	22898.86	25226.53	20812.81	30010.79	17545.69	18999.29	17371.15	17452.03	18541.09	18976.71	23427.43	23294.15	23232.93	23084.22	21257.13	16077.69
38450	18918.41	21248.13	23869.31	22160.95	22667.36	24755.24	20504.24	29955.8	17128.54	18728.64	17083.52	16975.16	18621.98	18516.97	23376.68	23004.92	22933.43	22831.67	21168.45	16022.92
38550	18826	21147.72	23566.34	22082.77	22402.02	24822.16	20610.5	29549.05	16861.33	18661.91	17314.89	17337.44	18545.26	18616.95	23480.59	22818.73	22821.4	22242.64	21108.92	15992.42
38650	19240.73	21258.2	23683.79	22369.77	22530.88	24978.53	20802.09	30062.87	16881	19101.21	17258.26	17635.85	18762.57	18902.65	23638.92	23385.51	23084.08	22273.77	21278.35	16372.62
38750	18538.99	20311.29	23319.67	21488.77	21500.37	24342.1	20168.54	29109.43	16114.1	18534.24	16859.07	17058.7	17944.4	18162.58	23166.45	22425.59	22610.66	21929.86	20902.32	15754.87
38850	18354.6	20852.56	23537.17	21402.16	21873.83	24417.2	20025.37	29573.93	16389.05	18089.31	16660.53	16868.68	18091.25	18807.69	23535.29	22515.6	22671.08	22454.21	20864.14	15900.74
38950	17362.04	19942.16	22488.38	20475.98	20893.92	23294.68	19270.36	28332.48	15894.48	17499.48	16094.94	16322.08	17152.78	18256.68	22172.4	21614.12	21486.69	21995	20092.22	14930.93
39050	17895.85	20535.02	22575.37	20887.52	21247.5	24080.68	19259.94	28187.41	16248.17	17731.74	16627.17	16311.14	17454.21	18643.16	22149.49	21862.56	21851.51	21904.08	20323.91	15178.13
39150	17760.16	20204.97	22614.71	20680.27	20734.27	23514.82	19115.51	28140.11	16099.52	17486.47	16194.27	16427.95	17188.8	17832.44	22087.57	21471.12	21745.48	21704.87	20117.08	14993.05
39250	18567.59	21057.54	23835.92	21670.14	21798.05	24412.98	20193.31	29665.28	16538.47	18212.32	16662.6	17051.83	17757.11	18278.86	22839.03	22445.45	22572.19	22816.2	21246.89	15427.93
39350	18889.8	21226.41	24292.48	21639.03	22119.72	24434.93	20753.94	30147.03	16940.15	18606.51	16957.17	17774.39	17902	18769.29	23285.22	22622.42	22852.39	23396.19	21602.33	15533.13
39450	19398.82	21663.77	24771.16	22306.08	22718.97	25157.19	21278.11	30739.41	17459.77	19153.01	17367.01	18120.42	18539.08	19079.03	24073.74	22933.78	23626.52	23714.18	22118.79	15940.15
39550	19012.67	21407.05	24370.71	22373.38	22670.71	25003.78	20928.48	30302.76	16930.02	18954.57	16992.76	17638.1	18238.59	19068.84	23833.77	22571.14	23065.04	23187.79	21645.79	15793.77
39650	18068.79	20420.72	23763.27	21276.47	21482.14	24256.32	20198.86	29365.18	16277.73	18126.76	16460.74	17097.45	17355.24	18126.05	22993.44	21821.86	22148.54	22567.88	20794.06	15225.25
39750	18367.13	20528.53	23456.85	21198.25	21471.18	24193.02	20200.61	29246.78	16436.71	17807.51	16304.84	16747.61	17384.8	18283.42	22937.4	22008.3	22014.09	22306.61	20771.93	15266.18
39850	18295.93	20589.97	23328.95	21008.79	21377.79	23906.92	20004.84	29034.19	16043.17	17611.06	16441.67	16778.87	17573.32	18418.24	22994.06	21656.05	21579.7	22104.96	20288.92	15110.9
39950	17985.64	20390.68	23215.9	21115.06	21388.48	23474.32	19829.76	29241.22	16071.39	17567.93	16384.02	16343.23	17772.49	18275.52	23042.63	21327.34	21434.74	21960.47	19963.21	15037.74
40050	16766.06	19427.43	22150.63	19599.77	19996.02	22496.15	18590.03	27333.6	15522.44	16835.27	15681.02	15581.96	17186.95	17583.02	22025.43	20440.25	20180.05	21115.4	18938.58	14117.53
40150	17419.89	20350.28	22572.73	20503.04	20817.17	23857.04	19289.4	28331	16114.42	17231.16	16207.8	16258.57	18190.84	18362.21	22681.7	21352.75	21584.52	21570.6	19886.65	14853.62
40250	16843.75	19373.89	22060.14	19824.48	20244.16	22747.69	18569.28	27499.52	15660.73	16932.08	15829.14	16238.52	17014.4	17261.19	21943.4	20564.95	20837.54	21003.1	19528.34	14282.32
40350	17543.38	19719.4	22350.22	20271.94	21073.2	23590.06	18382.81	27628.77	15877.49	17408.01	16042.65	16471.14	16846.11	17485.94	21953.55	20589.62	21097.15	21390.24	19690.85	14626.34
40450	17228.44	19662.83	21444.56	19607.13	20636.02	23126.06	17514.41	26873.12	15612.66	16895.15	15586.74	16345.94	16212.27	17141.42	20902.57	20019.56	20680.76	20813.74	19127.19	14663.13
40550	17526.91	19922.84	21813.15	19996.74	20950.76	23739.2	17809.85	27688.05	15956.3	17357.94	16022.15	16604.45	16703.71	17498.25	21178.18	20557.77	21301.92	21163.09	19669.34	15015.65
40650	18267.06	20212.9	22977.96	20922.28	21639.31	24475.35	18714.07	28753.44	16365.89	18153.31	16412.05	16811.49	17011.3	17349.87	22139.02	21510.5	22410.11	21902.13	20521.99	15442.52
40750	18645.03	20389.04	23221.98	21356.28	22043.13	24775.03	19202.69	28850.23	16743.54	18407.3	16561.26	16811.68	17584.39	17703.62	22599.9	21772.4	22816.38	22020.34	20699.89	15564.98
40850	19409.13	21493.08	23577.54	22124.05	22805.27	25442.53	20016.11	29401.1	17417.06	19013.54	16972.75	17247.01	18597.01	18979.2	23403.02	22635.47	22943.87	22477.5	21527.92	16304.8
40950	18235.61	19903.69	22143.33	20714.01	21536.45	23828.16	18859.33	26886.35	16245.04	17751.7	15652.11	16327.77	17284.64	17722.62	21783.92	21229.64	21683.41	21208.36	20443.82	15141.11
41050	18065.93	20202.88	22214.22	20850.06	21555.27	24182.28	19070.47	27055.99	16268.5	17410.1	15900.62	16368.84	17476.28	18155.32	22160.57	21165.11	21726.41	21778.85	20306.67	15085.04
41150	18267.39	20734.55	22830.95	21318.42	21548.61	24513.46	19459.22	28311.68	16362.2	17703.62	16351.68	16686.53	17560.35	18903.05	22644.14	21701.82	21865.33	22213.4	20807.87	15285.04
41250	18193.84	21218.31	23486	21663.02	21364.93	24610.08	19880.04	29508.33	16685.24	18230.82	16646.56	17154.31	17697.1	18944.68	22953.73	22376.07	22453.87	22477.81	20990.63	15519.82
41350	18773.91	21921.86	24564.57	22240.82	22314.02	25405.17	20668.41	30422.02	17412.4	18959.04	17196.81	17858.39	18131.73	19206.22	23948.3	23462.56	23353.32	23408.63	21959.76	16187.14
41450	19040.59	21730.83	24761.51	22030.69	22753.68	25277.57	20610.25	30859.15	17504.13	18947.43	17362.13	18174.5	18094.12	19276.08	23834.97	23454.17	23322.87	23654.83	22017.74	16342.55
41550	18859.61	21776.38	24783.37	21921.96	22486.81	25371.83	20394.97	30913.48	17376.31	18920.69	17576.29	18305.92	18135.47	19608.18	24095.17	23180.66	23092.37	23782.62	21836.08	16241.6
41650	19450.1	22186.72	25285.83	22594.76	22990.58	25942.77	20702.85	31337.47	17719.67	19387.4	18061.6	18517.79	18766.56	19753.05	24594.43	23353.65	23212.21	24005.71	22101.01	16699.56
41750	19630.55	22159.05	25401.94	22771.1	23233.75	25560.53	20707.95	30826.98	17399.64	19357.14	18040.75	18622.62	18790.53	19224.38	24698.32	23673.44	23545.34	24043.78	21936.13	16246.15
41850	20047.34	22357.07	24989.16	22954.91	23202.19	25535.85	20772.33	30805.45	17225.48	19313.23	18190.85	18370.14	19379.93	19277.48	25000.33	23629.86	23390.77	23796.79	22290.16	16338.49
41950	18917.03	21166.6	23191.77	21551.79	21824.38	24661.86	19713.36	29235.51	16432.04	18373.17	17398.49	17321.33	18270.26	18425.57	23706.29	22031.73	22108.14	22217.35	21324.94	15665.71
42050	17873.14	20236.31	21784.05	20462.08	20705.63	23602.4	18665.19	27796.67	15681.12	17202.63	16614.9	16224.89	17628.03	17850.85	22659.83	20651.18	20767.16	20970.21	20048.49	14919.71
42150	16871.79	19776.77	20732.36	19183.23	19453.17	22379.59	17774.93	26794.9	14924.1	16277.93	16115.72	15606.87	17054.95	17288	21562.99	19728.16	19682.12	19997.24	19650.63	14235.98
42250	16341.71	19361.53	19998.4	18565.35	18853.21	21574.69	16612.67	25698.92	14488.07	15601	15562.58	14601.19	16485.42	16745.82	20328.66	18898.1	19000.29	19255.87	18789.85	13972.83
42350	15783.57	19057.9	19927.89	18054.6	18462.28	21056.03	16450.41	25123.71	14175.24	15227.72	15397.73	14279.02	15945.86	16666.88	19805.89	18312.09	18606.67	19049.73	18357.83	13714.89
42450	16268.62	19886.43	20354.45	18657.86	19083.78	21863.59	17518.82	26466.57	14894.41	15794.13	15950.76	15060.97	16739.69	17377.61	20837.13	19197.64	19336.48	19698.46	19119.56	14122.01
42550	17890.63	21215.85	22801.73	20520.48	20656.58	23393.48	19082.21	29489.03	16017.59	17264.92	17190.55	16531.24	17958.56	18197.62	22865.35	20878.75	21277.61	21730.68	20709.64	15491.87
42650	19244.8	21734.95	24647.4	21726.13	22191.12	24274.25	20443.31	31680.76	16632.65	18145.58	17755.33	17251.66	18798.17	18687.89	24118.97	22319.84	22678.23	23333.65	21733.89	16096.42
42750	18350.93	20566.88	23415.64	20732.92	21262.82	23407.03	19624.51	30360.25	16150.03	17709.43	16907.32	16732.5	17748.37	17945.35	23428.66	21567.34	21880.29	22762.89	21028.87	15334.76
42850	18078.36	20959.26	22438.6	20266.23	20837.61	23724.56	19333.89	29554.17	15981.83	17216.18	16767.15	16504.04	17859.36	18500.42	23190.71	21232.43	21162.17	21970.14	20651.56	15513.59
42950	17085.29	20590.53	20613.92	18965.17	19545.81	22650.48	18132.96	27569.73	14967.54	16269.99	15669.09	15581.66	17241.53	17934.31	21768.88	19933.11	19907.18	20173.49	19484.02	14906.09
43050	17410.85	20831.36	21162.63	19325	19700.08	23009.39	18758.59	28058.94	15412.78	16745.93	15932.58	15887.17	17354.24	18283.74	22441.84	20088.82	20204	20828.02	19914.4	14953.16
43150	17845.84	20662.29	22196.98	19714.28	20311.79	23320.7	19388.1	29045.1	15925.48	17273.38	16311.47	16328.44	17533.69	17854	23122.73	20786.29	20906.86	21450.43	20367.68	14869.24
43250	18561.62	21407.33	23172.77	20754.59	21182.5	24395.21	20167.46	30648.47	16464.59	18061.9	17048.64	16735.35	18131.29	18365.94	23866.63	21569.03	21848.96	21994.79	21178.11	15502.86
43350	18286.34	21369.37	23102	20651.6	20837.7	24403.94	19961.62	30268.28	16504.92	17884.42	17182.55	16838.06	18243.89	18734.96	24324.65	21528.22	21727.46	21939.87	21203.07	15466.43
43450	18385.14	21753.19	23215.96	21081.88	21233.6	25267.96	20259.03	31086.89	16593.63	18201.33	17077.6	17026.49	18587.06	19297.54	24284.82	21892.9	21924.65	22228.61	21088.43	15728.86
43550	17743.81	20563.68	22416.69	20312.99	20447.51	24402.38	19468.64	30127.36	15955.26	17305.07	16349.97	16433.87	17688.81	18140.48	23111.04	21078.07	21144.2	20978.09	19726.4	15034.81
43650	18306.75	20560.02	22968.4	20794.22	21152.99	24987.29	20260.73	30577.37	16388.84	17752.77	16930.04	16844.37	17743.03	18506.88	23544.21	21824.77	21510.25	21739.35	20416.26	15419.2
43750	18913.48	21437.4	23852.54	21564.29	21923.31	25554.94	20815.75	31856.15	16529.73	18318.39	17531.11	17332.04	18103.88	19098.54	24369.01	22446.63	22073.95	22682.24	21466.78	16002.42
43850	19022.66	21504.02	24070.4	21465.45	21684.36	25361.23	20432.53	31917.44	16566.55	18150.65	17844.95	17601.97	18208.25	19110.76	24452.22	22391.52	21880.1	22752.92	21722.29	15983.61
43950	19620.42	22113.79	24648.66	22171.62	22576.87	26350.64	20629.39	32741.92	17143.02	18603.22	18340.56	18151.83	18907.02	19744.36	24963.66	22873.88	22416.24	23614.78	22137.37	16531.53
44050	19297.91	22185.34	24952.4	22000.28	22773.42	25913.06	20599.4	32970.7	17095.59	18811.63	18510.85	18309.68	19058.73	19711.06	24919.37	22478.16	22595.27	23837.14	22742.68	16168.16
44150	18962.52	21671.23	24575.43	21635.14	22387.34	25348.52	20166.32	32583.19	16812.12	18559.97	18199.14	18174.84	18460.76	19307.13	24754.04	22365.14	22313.47	23214.96	22331.12	15699.19
44250	18944.04	22054.23	24405.7	21662.34	22372.74	26087.99	20504.87	32972.9	17261.55	18401.37	18481.32	18382.33	18782.49	19819.64	25136.86	22661.53	22616.99	23485.05	22442.59	16156.98
44350	18674.4	21450.47	24119.13	21193.31	21584.37	25432.29	20291.58	32370.7	16937.8	17970.66	18096.6	18012.08	18715.09	19724.51	24958.4	21962.26	22360.52	23243.06	21956.17	15912.52
44450	18484.92	21398.29	24255.15	21006.1	21784.6	25530.65	20005.52	32095.05	16739.91	17849.75	18269.45	17934.57	18647.19	19818.32	25174.05	21856.16	22472.48	23297.03	22121.79	15661.73
44550	18364.26	21746.82	24344.66	21284.94	21537.64	25554.72	19994.96	32210.62	16690.33	17745.26	18301.35	18210.31	19029.49	20119.93	25397.65	22034.8	22354.54	23443.28	22208.65	15511.24
44650	17510.08	21273.25	23270.51	20360.67	20963.42	24894.57	19155.03	30616.31	15972.37	17329.49	17526.11	17387.35	18542.89	19522.04	24437.32	21057.02	21356.92	22163.52	21458.9	14871.37
44750	17730.79	21232.79	23543.99	20296.56	21240.65	24932.57	19310.48	30854.46	16165.37	17869.46	17800.89	17860.25	18169.92	19414.5	24635.46	21323.28	21723.17	22409.94	21538.56	14993
44850	18579.83	21865.2	24193.68	20778.23	21847.84	25642.08	20298.47	32050.27	16774.19	18435.85	18347.8	18520.62	18673.65	19834.52	25396.36	22306.32	22437.35	22867.27	22147.28	15666.69
44950	18946.75	22002.9	24548.76	21042.29	22036.85	25762.13	20606.98	32518.36	16935.47	18777.8	18446.53	18642.64	18859.32	19882.77	25861.45	22318.85	22874.81	23423.03	22609.36	15791.45
45050	19391.29	23073.35	25494.55	22016.07	23024.72	26882.93	21327.07	33671.63	17878.32	19205.54	18998.14	19295.33	19382.16	20900.86	26490.76	23239.81	23929.37	24627.67	23260.97	16559.85
45150	19585.89	23437.58	25570.08	22305.1	22993.78	27089.75	21503.31	34172.75	17993.07	18913.69	19042.71	19271.42	19497.99	20807.42	26584.59	23354.78	23687.99	24722.13	23377.98	16711.38
45250	18927.15	22271.57	24269.69	21090	21981.15	25690.29	20399.56	32498.15	17144.31	18158.13	18215.32	18391.49	18488.54	19965.83	25324.16	22136.72	22586.65	23548.72	22450.26	15956.87
45350	18338.01	21543.49	23810.83	20989.69	21308.73	24882.46	20115.41	32066.32	16617.82	17625.63	18034.72	18108.71	17955.02	19546.44	24812.5	21982.21	22169.62	23121.97	22092.78	15568.26
45450	17483.37	20439.2	23258.14	20455.11	20395.79	23876.34	19424.38	30546.1	15839.37	16862.71	17105.24	17437.3	17147.29	18600.72	23906.21	20833.72	21384.54	22227.2	21331.84	14968.6
45550	17719.04	20748	23494.05	20953.97	20885.3	24904.47	19352.51	30795.73	16116.86	17268.68	17342.41	17469.35	17560.27	18852.85	24272.9	21210.05	21561.57	22730.28	21431.85	15227.18
45650	16377.97	19700.96	22471.98	19306.58	19697.43	23224.94	18131.51	28841.23	15203.56	16228.79	16616.14	16915.93	16400.02	17804.01	23330.91	20040.16	20511.77	21585.24	20261.72	14344.84
45750	16090.12	18955.4	21343.98	18874.3	19162.82	22366.35	17665.17	27612.15	14690.85	15676.38	15926.81	16263.68	16105.28	17377.32	22322.75	18996.91	19367.71	20476.23	19414.22	13887.17
45850	15384.49	18083.21	19940.99	17444.17	18269.29	21287.84	16444.08	25446.79	13975.66	14836.82	14813.34	15581.21	15041.9	16784.57	20838.43	17617.59	18393.35	19443.19	18164.16	13486.73
45950	16058.35	19390.33	20756.67	18410.71	18918.03	22160.84	17252.59	26346.27	14329.81	15502.74	15521.78	15713.62	16008.73	17110.13	21212.52	18226.16	18951.6	20582.12	18986.35	14061.39
46050	15878.06	19002.63	20833.77	18216.57	18643.47	21486.5	17165.3	26718.39	13967.62	15264.64	15461.4	15067.54	16125.66	16568.21	20964.39	18524.15	18759.88	20076.83	19121.74	13577.51
46150	15437.68	18289.46	19980.9	17730.22	17944.07	20871.1	16617.85	26277.42	13836.6	15071.85	14878.27	14866.62	15803.37	16067.29	20682.49	18209.1	18534.39	19532.42	18614.58	13010.18
46250	15822.96	18757.48	19959.41	18250.35	18258.79	21509.23	17110.47	26436.26	14262.97	15332.64	15091.05	14930.54	16189.41	16249.31	20967.14	18306.29	18534.66	19347.41	18927.41	13327.82
46350	14763.4	17534.43	17986.37	16938.37	16646.46	19302.81	14971.66	23624.12	12610.69	13727.24	13884.28	13325.41	14841.38	14919.49	18446.23	16488.92	16895.08	17424.77	17187.22	12247.83
46450	13835.32	16631.71	15937.95	15185.07	15262.12	17785.07	12801.37	20740.31	11496.41	12564.34	12718.78	12243.27	13702.29	14074.27	16334.06	15023.31	15299.6	15621.89	15757.8	11600.27
46550	13312.04	16327.33	15613.48	14691.19	14860.23	17261.58	12723.39	20353.16	11299.65	12189.18	12657.14	11956.92	13556.21	14035.01	15978.61	14904.02	14908.11	15321.4	15269.24	11339.56
46650	14024.62	17108.48	17236.43	15492.67	15815.88	18378.66	14276.92	22435.98	12352.73	13226.76	13564.08	12830.92	14818.73	14943.33	18014.87	16396.33	16362.29	16457.37	16168.88	11897.19
46750	15513.6	18714.57	19365.01	17268.35	17519.89	20662.29	16171.92	25147.78	13845.71	14797.68	14927.22	14120.84	16257.62	16392.77	20064	18260.14	18106.88	18370.88	17948.9	13169.8
46850	17028.91	19727.73	21443	19045.7	19259.95	22249.7	17957.88	26952.47	15070.74	16153.3	16070.23	15491.68	17152.49	17616.12	21735.57	19777.69	19713.97	20289.45	19538.01	14407.42
46950	17980.09	20169.35	23032.29	20292.66	20463.02	23341.52	19177.08	28582.46	16139.2	17181.44	16709.7	16495.73	17677	18248.16	23003.09	21035.72	21584.21	21788.47	20545.06	14939
47050	18149.43	20807.76	23722.83	20931.85	20921.21	23146.73	19556.75	29279.68	16618.26	17654.5	17097.36	17062.97	18121.64	18427.92	23574.25	21503.77	22160.75	22645.5	21235.77	15213.88
47150	18929.19	22126.88	24234.47	21957.67	21999.11	24611.24	20701.61	30419.43	17281.73	18304.02	17740.24	17563.99	18980.39	19764.73	24439.5	22499.09	22768.03	23517.52	22073.09	15862.83
47250	18610.2	22420.25	24077.08	21791.96	21971.36	25001.11	20765.07	30344.22	17312.99	18349.3	17946.32	17507.73	18899.25	20106.34	24605.38	22292.76	22631.38	23425.77	22163.82	15681.53
47350	17354.64	20550.5	22807.3	19867	20616.18	22811.93	19375.73	28221.45	16164.51	17297.77	16822.92	16443.95	17296.44	18560.06	23160.04	20554.24	21195.69	21662.8	20813.4	14641.77
47450	17652.72	20638.5	22315.2	20201.39	20853.38	23118.28	19406.17	28244.69	15789.13	17132.57	16517.64	16433.84	17151.79	18785.68	22984.57	20177.42	20794.4	21066.51	20288.17	14804.05
47550	16981.97	20267.09	21232.06	19302.18	19913.31	22209.13	18538.98	26592.09	15189.78	16228.78	15927.59	16111.22	16288.78	18084.81	22146.48	19435.98	19686.54	20613.04	19149.96	14404.5
47650	16196.4	19393.77	20206.16	18473.73	19157.74	21317.88	17903.29	25503.4	14498.89	15478.76	15183.43	15538.14	15445.72	16776.8	20997.73	19281.5	19129.67	19569.9	17602.58	13840.49
